code,start,end,rain_gauge_mm,rain_idw_mm,VWC_005_before,VWC_005_delta_next,VWC_005_peak3_delta,VWC_020_before,VWC_020_delta_next,VWC_020_peak3_delta,VWC_050_before,VWC_050_delta_next,VWC_050_peak3_delta,idw_hg_one_total_before_pct,idw_hg_one_total_delta_next_pp,idw_hg_one_total_peak3_delta_pp,idw_hg_surface_lower_before_pct,idw_hg_surface_lower_delta_next_pp,idw_hg_surface_lower_peak3_delta_pp,idw_pm_one_total_before_pct,idw_pm_one_total_delta_next_pp,idw_pm_one_total_peak3_delta_pp,idw_pm_surface_lower_before_pct,idw_pm_surface_lower_delta_next_pp,idw_pm_surface_lower_peak3_delta_pp,gauge_hg_one_total_before_pct,gauge_hg_one_total_delta_next_pp,gauge_hg_one_total_peak3_delta_pp,gauge_hg_surface_lower_before_pct,gauge_hg_surface_lower_delta_next_pp,gauge_hg_surface_lower_peak3_delta_pp,gauge_pm_one_total_before_pct,gauge_pm_one_total_delta_next_pp,gauge_pm_one_total_peak3_delta_pp,gauge_pm_surface_lower_before_pct,gauge_pm_surface_lower_delta_next_pp,gauge_pm_surface_lower_peak3_delta_pp
BDS,2026-08-24,2026-08-24,37.699999999999996,3.1604092770826884,0.11797916666666668,0.003208333333333327,0.00474999999999999,0.2104166666666667,0.05377083333333332,0.05377083333333332,0.2351458333333333,0.004187500000000011,0.00466666666666668,47.57783321472837,0.7729147615237153,0.7729147615237153,45.75131832470054,-3.291521670601199,-3.291521670601199,55.796886262681795,0.9923093137789465,0.9923093137789465,60.250071746283425,-3.3886687018146304,-3.3886687018146304,57.41766211852209,35.25368959253919,35.25368959253919,55.02170050271307,41.24515249728693,41.24515249728693,65.86343863916449,27.472768549318374,27.472768549318374,62.78371948179065,33.8276118163947,33.8276118163947
BDS,2026-09-09,2026-09-09,14.0,0.6164381605328844,0.10395833333333333,-0.0008749999999999869,-0.0008749999999999869,0.18560416666666665,-0.0021458333333332913,-0.0021458333333332913,0.23027083333333334,-0.0016874999999999807,-0.0016874999999999807,20.079247583329487,-0.7303607820078142,-0.7303607820078142,23.596591346906994,-1.4723303924698854,-1.4723303924698854,24.063956739456348,-1.6788987603644117,-1.6788987603644117,32.19634951089306,-2.520623968991,-2.520623968991,43.89900755085209,22.550731945328565,22.550731945328565,66.894083,-0.7680568679583786,-0.7680568679583786,45.02924545141303,21.08882204444403,21.08882204444403,67.74143182714238,-1.1704711593769872,-1.1704711593769872
CDPA,2026-08-06,2026-08-06,1.8000000000000003,1.5100747709380296,0.1379166666666667,0.000916666666666649,0.0012916666666666632,0.10229166666666667,0.0009374999999999939,0.001125000000000001,0.252875,-0.022770833333333323,-0.022770833333333323,8.46512647041421,-0.24189245239056412,2.521486713042414,0.008919326670319009,-0.0017381489394727506,-0.0017381489394727506,8.238284064113172,-0.5131755520490247,1.870613437346437,0.00850148663870093,-0.0018478558762570685,-0.0018478558762570685,,,,,,,,,,,,
CDPA,2026-08-20,2026-08-24,18.2,11.943060632982272,0.15220833333333336,0.006208333333333316,0.008645833333333297,0.17833333333333332,0.002062499999999995,0.002062499999999995,0.2971875,0.007062499999999972,0.007062499999999972,16.886316899411423,8.999816635120062,8.999816635120062,7.19905404962041,-2.578614928241831,-2.578614928241831,15.399131040364127,10.136363206153336,10.136363206153336,6.381357790903421,-2.217544238050455,-2.217544238050455,,,,,,,,,,,,
CDPA,2026-09-09,2026-09-09,3.8000000000000003,2.2076619205439396,0.15727083333333333,-0.0020000000000000018,-0.0019583333333333397,0.13227083333333334,-0.003375000000000017,-0.003375000000000017,0.2448125,-0.005791666666666639,-0.005791666666666639,5.1749502610430325,2.8483100868252302,2.8483100868252302,1.4728970411562157,-0.14156639420100303,-0.14156639420100303,4.761454019383096,2.602539061032128,2.602539061032128,1.2589409197556387,-0.15127360636266052,-0.15127360636266052,,,,,,,,,,,,
LCDA,2026-08-01,2026-08-03,90.60000000000001,15.809026364709261,0.04520833333333333,0.07941666666666666,0.07941666666666666,0.04979166666666667,0.09285416666666665,0.09285416666666665,0.03266666666666667,0.06318750000000001,0.06318750000000001,6.279740058942969,17.448331139203177,24.18609942623776,0.10805158640712449,-0.034276642493967946,-0.034276642493967946,7.281417469272225,18.27282910039771,25.52746181931381,0.15913117097583418,-0.045210206474374875,-0.045210206474374875,4.114542653882094,78.28156759311716,78.28156759311716,0.10805158640712449,90.67828696005101,90.67828696005101,4.817103180109395,79.81366782323691,79.81366782323691,0.15913117097583418,91.84493200786682,91.84493200786682
LCDA,2026-08-14,2026-08-15,14.1,0.2125348312519277,0.1444791666666667,0.017187500000000022,0.017187500000000022,0.15160416666666668,0.01710416666666667,0.01710416666666667,0.11704166666666667,0.004750000000000004,0.007729166666666676,52.25883894251866,-9.209696587370452,-9.209696587370452,37.67800722741806,-4.751894081693123,-4.751894081693123,59.51880904083574,-9.438940535121958,-9.438940535121958,44.980438617223285,-5.360108056488009,-5.360108056488009,64.95932921446504,15.229707517412336,15.229707517412336,73.95082888684452,2.1149823962168597,2.1149823962168597,70.98292444353622,15.415911020820147,15.415911020820147,77.63818458246396,7.2685821783006475,7.2685821783006475
LCDA,2026-08-24,2026-08-24,10.0,0.0,0.14608333333333332,0.01050000000000001,0.01050000000000001,0.154375,0.010979166666666679,0.010979166666666679,0.12397916666666668,0.0006458333333333038,0.0006458333333333038,52.724394191265766,-3.0926183603397064,-3.0926183603397064,28.57077428129027,-1.145714714127429,-1.145714714127429,57.43164181100424,-3.4679238611129506,-3.4679238611129506,34.65329137949704,-1.5098789542665756,-1.5098789542665756,84.46491737301714,11.483960315828824,11.483960315828824,83.96644931857767,13.98719373570016,13.98719373570016,88.67715972435477,6.917215305696459,6.917215305696459,90.54219399292516,7.230369319484794,7.230369319484794
LCDA,2026-09-09,2026-09-09,2.9,0.0,0.0724375,0.005604166666666674,0.005604166666666674,0.07906250000000001,-0.001208333333333339,-0.001208333333333339,0.08952083333333331,-0.0038541666666666446,-0.0038541666666666446,29.487100484437214,-1.9724962868539784,-1.9724962868539784,19.186631765121877,-0.8654757120269316,-0.8654757120269316,27.507172596251195,-3.02573647691662,-3.02573647691662,20.895620993241128,-1.561879483687676,-1.561879483687676,63.89600243090457,1.4748679561425178,1.4748679561425178,80.09147286108559,-2.3078656853725903,-2.3078656853725903,55.30498346425271,-0.7844887287210938,-0.7844887287210938,74.7073452365758,-3.8843890472475664,-3.8843890472475664
EML,2026-08-03,2026-08-03,11.1,8.615192535612685,0.058125,-0.0008958333333333388,0.0015833333333333255,0.12645833333333334,0.010291666666666671,0.010291666666666671,0.030625,-0.00010416666666666907,0.00016666666666666566,0.10569485253048452,12.081732843254324,12.081732843254324,0.0001900749084031145,-4.3959136640824026e-05,-4.3959136640824026e-05,0.11540610492934766,12.572648964584463,12.572648964584463,0.0004134129779777246,-8.705272907386308e-05,-8.705272907386308e-05,0.015819253036750094,15.500283814606862,15.500283814606862,0.0001900749084031145,-4.3959136640824026e-05,-4.3959136640824026e-05,0.020324709499518534,16.129912610159323,16.129912610159323,0.0004134129779777246,-8.705272907386308e-05,-8.705272907386308e-05
