code,name,forcing,et,scenario,channel,target,n,r,rho,reference_r,delta_r,change_n,change_r,reference_change_r,first30_r,last30_r,candidate_span_pp,reference_span_pp,observed_span_m3_m3,initial_dry_r,initial_wet_r,initial_dry_span_pp,initial_wet_span_pp
SCA,Serra de Costa Ampla,gauge,pm,surface15,VWC_005,upper,60,0.1893000992178204,0.10497506218104179,0.3936027691625961,-0.20430266994477572,59,-0.18297698877764518,-0.1316868094853652,-0.519498230307364,0.07811703517353821,90.08535960828395,86.55009479044175,0.022083333333333316,0.1893000992178204,0.1893000992178204,90.08535960828395,90.08535960828395
SCA,Serra de Costa Ampla,gauge,pm,surface15,VWC_005,total,60,0.41395202817380045,0.21686880897909772,0.3936027691625961,0.020349259011204324,59,-0.12905742393701264,-0.1316868094853652,-0.5194921600558702,0.33201725936535753,83.55003896164216,86.55009479044175,0.022083333333333316,0.41395202817380045,0.41395202817380045,83.55003896164216,83.55003896164216
SCA,Serra de Costa Ampla,gauge,pm,surface15,VWC_020,lower,60,0.9103642725102228,0.856722099583923,0.8176969678106548,0.09266730469956797,59,0.4900737562194637,0.45012501393866616,0.9077697107087415,0.8580066669171151,77.01475588374178,86.55009479044175,0.05191666666666664,0.9103642725102228,0.9103642725102228,77.01475588374178,77.01475588374178
SCA,Serra de Costa Ampla,gauge,pm,surface15,VWC_020,total,60,0.8342464108884267,0.6558301727525487,0.8176969678106548,0.01654944307777184,59,0.44837285503236535,0.45012501393866616,-0.4812204776883599,0.7500952950449868,83.55003896164216,86.55009479044175,0.05191666666666664,0.8342464108884267,0.8342464108884267,83.55003896164216,83.55003896164216
SCA,Serra de Costa Ampla,gauge,pm,surface15,VWC_050,total,60,0.5413712585149204,0.4481709438851249,0.5048734417653613,0.0364978167495591,59,0.11953575940026587,0.11895719465522638,-0.4600477472101234,0.34430911261900415,83.55003896164216,86.55009479044175,0.023874999999999924,0.5413712585149204,0.5413712585149204,83.55003896164216,83.55003896164216
SCA,Serra de Costa Ampla,gauge,pm,bypass25,VWC_005,upper,60,0.07507279944397624,0.035649286600920226,0.3936027691625961,-0.3185299697186199,59,-0.20969594895777666,-0.1316868094853652,-0.47716640668584265,-0.04757240470583057,87.04507585328248,86.55009479044175,0.022083333333333316,0.07507279944397624,0.07507279944397624,87.04507585328248,87.04507585328248
SCA,Serra de Costa Ampla,gauge,pm,bypass25,VWC_005,total,60,0.4435415299597124,0.22362077830413557,0.3936027691625961,0.04993876079711629,59,-0.12145915977342628,-0.1316868094853652,-0.5405996139799689,0.37288333479674285,83.71204366591107,86.55009479044175,0.022083333333333316,0.4435415299597124,0.4435415299597124,83.71204366591107,83.71204366591107
SCA,Serra de Costa Ampla,gauge,pm,bypass25,VWC_020,lower,60,0.9111373339231306,0.6681115325947987,0.8176969678106548,0.09344036611247575,59,0.4946797245920871,0.45012501393866616,-0.6189150623731314,0.8663028852987396,82.04552757222532,86.55009479044175,0.05191666666666664,0.9111373339231306,0.9111373339231306,82.04552757222532,82.04552757222532
SCA,Serra de Costa Ampla,gauge,pm,bypass25,VWC_020,total,60,0.8544115033881321,0.6606649162198599,0.8176969678106548,0.03671453557747728,59,0.4516266133694619,0.45012501393866616,-0.5058145161831464,0.775686640710543,83.71204366591107,86.55009479044175,0.05191666666666664,0.8544115033881321,0.8544115033881321,83.71204366591107,83.71204366591107
SCA,Serra de Costa Ampla,gauge,pm,bypass25,VWC_050,total,60,0.5778134382832083,0.4629812305173261,0.5048734417653613,0.072939996517847,59,0.1251111896896394,0.11895719465522638,-0.4930240849251977,0.38818564634490604,83.71204366591107,86.55009479044175,0.023874999999999924,0.5778134382832083,0.5778134382832083,83.71204366591107,83.71204366591107
CMN,Camí dels Nerets,idw,hg,control,VWC_005,upper,60,-0.29620499703975184,-0.2010336492481866,-0.29620499703975184,0.0,59,-0.10815242608562906,-0.10815242608562912,-0.5510403265307604,-0.20127197224415416,23.247119019555548,23.247119019555548,0.009687499999999974,-0.29620499703975184,-0.29620499703975184,23.247119019555548,23.247119019555548
CMN,Camí dels Nerets,idw,hg,control,VWC_005,total,60,-0.2962049970397518,-0.2010336492481866,-0.29620499703975184,5.551115123125783e-17,59,-0.10815242608562911,-0.10815242608562912,-0.5510403265307604,-0.20127197224415425,23.247119019555544,23.247119019555548,0.009687499999999974,-0.2962049970397518,-0.2962049970397518,23.247119019555544,23.247119019555544
CMN,Camí dels Nerets,idw,hg,control,VWC_020,lower,60,-0.6872149102164073,-0.7186405868882355,-0.6872149102164073,0.0,59,0.04846618276876959,0.04846618276876955,-0.8096872450268051,-0.576674461467944,23.247119019555544,23.247119019555548,0.003270833333333334,-0.6872149102164073,-0.6872149102164073,23.247119019555544,23.247119019555544
CMN,Camí dels Nerets,idw,hg,control,VWC_020,total,60,-0.6872149102164071,-0.7186405868882355,-0.6872149102164073,2.220446049250313e-16,59,0.04846618276876952,0.04846618276876955,-0.8096872450268052,-0.5766744614679439,23.247119019555544,23.247119019555548,0.003270833333333334,-0.6872149102164071,-0.6872149102164071,23.247119019555544,23.247119019555544
CMN,Camí dels Nerets,idw,hg,control,VWC_050,total,60,-0.0315029288349101,-0.0909767350451708,-0.03150292883491008,-2.0816681711721685e-17,59,0.020655453910312545,0.020655453910312517,0.015344809466070516,-0.15079386527777175,23.247119019555544,23.247119019555548,0.0029583333333333406,-0.0315029288349101,-0.0315029288349101,23.247119019555544,23.247119019555544
