code,name,forcing,et,scenario,channel,target,n,r,rho,reference_r,delta_r,change_n,change_r,reference_change_r,first30_r,last30_r,candidate_span_pp,reference_span_pp,observed_span_m3_m3,initial_dry_r,initial_wet_r,initial_dry_span_pp,initial_wet_span_pp
RDS,Ribera de Sió,idw,hg,surface,VWC_005,upper,60,0.026373747053120455,-0.23887854631467315,-0.037524174580669895,0.06389792163379035,59,-0.16615219862717723,-0.168066633020308,-0.55416097668281,0.5256553704963993,27.897626334000822,11.447536911448756,0.01087500000000001,0.026373747053120455,0.026373747053120455,27.897626334000822,27.897626334000822
RDS,Ribera de Sió,idw,hg,surface,VWC_005,total,60,0.02637396363999616,-0.23887854631467315,-0.037524174580669895,0.06389813822066606,59,-0.16615219168068235,-0.168066633020308,-0.554160767261554,0.5256553714121273,9.299208564172897,11.447536911448756,0.01087500000000001,0.02637396363999616,0.02637396363999616,9.299208564172897,9.299208564172897
RDS,Ribera de Sió,idw,hg,surface,VWC_020,lower,60,0.7624943626919887,0.9786181705431345,-0.18004864565849665,0.9425430083504853,59,0.1215184641554654,-0.03054310381544666,0.9157081164719476,0.8042696957144874,4.3015098437233785e-06,11.447536911448756,0.027749999999999997,0.7624943626919887,0.7624943626919887,4.3015098437233785e-06,4.3015098437233785e-06
RDS,Ribera de Sió,idw,hg,surface,VWC_020,total,60,-0.06134691283269586,-0.273476249594978,-0.18004864565849665,0.1187017328258008,59,-0.01043112694207823,-0.03054310381544666,-0.6353666412935695,0.6901823386843593,9.299208564172897,11.447536911448756,0.027749999999999997,-0.06134691283269586,-0.06134691283269586,9.299208564172897,9.299208564172897
RDS,Ribera de Sió,idw,hg,surface,VWC_050,total,60,0.1691229055832289,-0.24609760464316535,0.0626200871098471,0.1065028184733818,59,0.0520221618115881,0.051764160581299644,-0.6341271514372583,0.8201751456685968,9.299208564172897,11.447536911448756,0.010020833333333312,0.1691229055832289,0.1691229055832289,9.299208564172897,9.299208564172897
RDS,Ribera de Sió,idw,hg,surface5,VWC_005,upper,60,0.03963927807347876,-0.19580983085721781,-0.037524174580669895,0.07716345265414865,59,-0.1559126856497773,-0.168066633020308,-0.4758869466564712,0.4127829961204937,44.00544349158223,11.447536911448756,0.01087500000000001,0.03963927807347876,0.03963927807347876,44.00544349158223,44.00544349158223
RDS,Ribera de Sió,idw,hg,surface5,VWC_005,total,60,0.039643647064925125,-0.19580983085721781,-0.037524174580669895,0.07716782164559502,59,-0.15591257299423658,-0.168066633020308,-0.4758824870315279,0.41278303836899877,7.334237659096777,11.447536911448756,0.01087500000000001,0.039643647064925125,0.039643647064925125,7.334237659096777,7.334237659096777
RDS,Ribera de Sió,idw,hg,surface5,VWC_020,lower,60,0.7624943626919888,0.9786181705431345,-0.18004864565849665,0.9425430083504854,59,0.12151846415546552,-0.03054310381544666,0.9157081164719479,0.8042696957144871,4.7038308195246144e-05,11.447536911448756,0.027749999999999997,0.7624943626919888,0.7624943626919888,4.7038308195246144e-05,4.7038308195246144e-05
RDS,Ribera de Sió,idw,hg,surface5,VWC_020,total,60,-0.006263469088348305,-0.2269613906413107,-0.18004864565849665,0.17378517657014836,59,0.016056941094424404,-0.03054310381544666,-0.5394345966784564,0.6339851427137968,7.334237659096777,11.447536911448756,0.027749999999999997,-0.006263469088348305,-0.006263469088348305,7.334237659096777,7.334237659096777
RDS,Ribera de Sió,idw,hg,surface5,VWC_050,total,60,0.19700303187632412,-0.20087953504285508,0.0626200871098471,0.13438294476647702,59,0.05679371504519931,0.051764160581299644,-0.5616696810277708,0.7978665883418402,7.334237659096777,11.447536911448756,0.010020833333333312,0.19700303187632412,0.19700303187632412,7.334237659096777,7.334237659096777
RDS,Ribera de Sió,idw,hg,surface15,VWC_005,upper,60,0.00696897850762087,-0.27825168812319845,-0.037524174580669895,0.044493153088290764,59,-0.167795862732823,-0.168066633020308,-0.5784204498935986,0.5779945358975791,20.526293306272414,11.447536911448756,0.01087500000000001,0.00696897850762087,0.00696897850762087,20.526293306272414,20.526293306272414
RDS,Ribera de Sió,idw,hg,surface15,VWC_005,total,60,0.006969084265492198,-0.27825168812319845,-0.037524174580669895,0.04449325884616209,59,-0.1677958589183404,-0.168066633020308,-0.5784203480991277,0.5779945361285097,10.263146527928077,11.447536911448756,0.01087500000000001,0.006969084265492198,0.006969084265492198,10.263146527928077,10.263146527928077
