scope,code,name,kind,profile,timing,model,n,mae_mm,bias_mm,observed_change_mm,predicted_change_mm,observed_per_day_mm,predicted_per_day_mm
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,end,regulated_hg_two,3,2.2241302197581856,2.2241302197581856,-0.7249999999999991,1.4991302197581866,-0.36249999999999954,0.7495651098790933
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,end,regulated_pm_one,3,2.630973655402546,2.630973655402546,-0.7249999999999991,1.905973655402547,-0.36249999999999954,0.9529868277012735
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,end,regulated_pm_two,3,2.280901700632137,2.280901700632137,-0.7249999999999991,1.555901700632138,-0.36249999999999954,0.777950850316069
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,mean,regulated_hg_one,3,2.370166609342176,2.370166609342176,-0.5063657407407428,1.8638008686014333,-0.2531828703703714,0.9319004343007167
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,mean,regulated_hg_two,3,2.0054959604989295,2.0054959604989295,-0.5063657407407428,1.4991302197581866,-0.2531828703703714,0.7495651098790933
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,mean,regulated_pm_one,3,2.41233939614329,2.41233939614329,-0.5063657407407428,1.905973655402547,-0.2531828703703714,0.9529868277012735
all_valid,RDS,Ribera de Sió,recharge_next,linear_5_20_50,mean,regulated_pm_two,3,2.0622674413728808,2.0622674413728808,-0.5063657407407428,1.555901700632138,-0.2531828703703714,0.777950850316069
all_valid,RDS,Ribera de Sió,recharge_next,hold_20,end,regulated_hg_one,3,2.6388008686014306,2.6388008686014306,-0.7749999999999974,1.8638008686014333,-0.3874999999999987,0.9319004343007167
all_valid,RDS,Ribera de Sió,recharge_next,hold_20,end,regulated_hg_two,3,2.274130219758184,2.274130219758184,-0.7749999999999974,1.4991302197581866,-0.3874999999999987,0.7495651098790933
all_valid,RDS,Ribera de Sió,recharge_next,hold_20,end,regulated_pm_one,3,2.6809736554025445,2.6809736554025445,-0.7749999999999974,1.905973655402547,-0.3874999999999987,0.9529868277012735
all_valid,RDS,Ribera de Sió,recharge_next,hold_20,end,regulated_pm_two,3,2.3309017006321353,2.3309017006321353,-0.7749999999999974,1.555901700632138,-0.3874999999999987,0.777950850316069
