code,name,channel,model,n,pearson,spearman,change_r,first30_r,last30_r
LCDA,La Cultia d'Àreu,VWC_020,idw_simple_pm,60,0.6103060508579718,0.7919700337323705,0.05752938060697738,0.6435207328950273,0.6779875374396189
LCDA,La Cultia d'Àreu,VWC_020,idw_regulated_hg,60,0.9063599700486338,0.9086539130345231,0.1971712686571991,0.9047284306739124,0.9775609340033855
LCDA,La Cultia d'Àreu,VWC_020,idw_regulated_pm,60,0.928060717965464,0.9260478751640445,0.2146011231591011,0.9088400722707657,0.9837612442703042
LCDA,La Cultia d'Àreu,VWC_020,gauge_recent_simple_hg,60,0.8953656890414232,0.8759849982096641,0.4603541084857313,0.942245249643235,0.9146212797577076
LCDA,La Cultia d'Àreu,VWC_020,gauge_recent_simple_pm,60,0.9453104242798634,0.9205814089623517,0.4767659290300422,0.9536635447653958,0.9593174694560624
LCDA,La Cultia d'Àreu,VWC_020,gauge_recent_regulated_hg,60,0.8654202481909685,0.8579724642737447,0.4472887377820012,0.9369410278429964,0.9360628369172319
LCDA,La Cultia d'Àreu,VWC_020,gauge_recent_regulated_pm,60,0.9253418221052371,0.9211297740507454,0.45991019270773403,0.9474444720161659,0.9793831145847123
LCDA,La Cultia d'Àreu,VWC_050,idw_simple_hg,60,0.37930789182759095,0.5048442819013659,-0.05998567405058991,0.4383401150343145,0.5918937202462661
LCDA,La Cultia d'Àreu,VWC_050,idw_simple_pm,60,0.442997214416304,0.6373694657019909,-0.01831164213400313,0.6211176566040165,0.58507668687241
LCDA,La Cultia d'Àreu,VWC_050,idw_regulated_hg,60,0.9181133980785168,0.9097080347437737,0.16521972917687447,0.9080305069850366,0.9764236528036165
LCDA,La Cultia d'Àreu,VWC_050,idw_regulated_pm,60,0.9010640911994756,0.9138236057269026,0.1824759217532125,0.9167362337679907,0.9687641131408665
LCDA,La Cultia d'Àreu,VWC_050,gauge_recent_simple_hg,60,0.9147076072601281,0.8249624610295093,0.27533400096513616,0.8930581097231577,0.9692820847189711
LCDA,La Cultia d'Àreu,VWC_050,gauge_recent_simple_pm,60,0.9063092064063767,0.8446004394079759,0.303002525779166,0.9098017286892561,0.9925199746930204
LCDA,La Cultia d'Àreu,VWC_050,gauge_recent_regulated_hg,60,0.920040526309678,0.8429968537402183,0.21877431999656524,0.8876156336079327,0.9778897317473425
LCDA,La Cultia d'Àreu,VWC_050,gauge_recent_regulated_pm,60,0.9226561509612106,0.8674678163426062,0.24006781985789047,0.9027289684267716,0.9948652717647751
EML,El Miracle,VWC_005,idw_simple_hg,60,-0.15489881828740557,-0.0008488106893404097,-0.0653411748574047,-0.2960227735765411,
EML,El Miracle,VWC_005,idw_simple_pm,60,-0.12951178828857388,-0.0008488106893404097,-0.0663410656398899,-0.26328615216627926,
EML,El Miracle,VWC_005,idw_regulated_hg,60,0.3604314863186922,0.36048628082815093,-0.171971650876797,0.18038060200650186,0.7097362269423009
EML,El Miracle,VWC_005,idw_regulated_pm,60,0.38016756059181045,0.3795484552402463,-0.16427587564507629,0.19788984167404955,0.7284723943396652
EML,El Miracle,VWC_005,gauge_recent_simple_hg,60,-0.1724585214620272,-0.146601520626135,-0.0634857609154255,-0.31694629572615607,
EML,El Miracle,VWC_005,gauge_recent_simple_pm,60,-0.17245852146202717,-0.146601520626135,-0.06348576091542552,-0.31694629572615607,
EML,El Miracle,VWC_005,gauge_recent_regulated_hg,60,-0.010825753458076588,0.25736714198954247,-0.27234915771262913,-0.3512397080504114,0.6906873445759043
EML,El Miracle,VWC_005,gauge_recent_regulated_pm,60,0.013800958720807492,0.26653699265425296,-0.26906172082363455,-0.3295827269665328,0.7095264077110865
EML,El Miracle,VWC_020,idw_simple_hg,60,0.13398797984767002,0.17780844354432793,-0.3587315163026808,0.040329710601151064,
EML,El Miracle,VWC_020,idw_simple_pm,60,0.1379996068874264,0.17780844354432793,-0.34332784334427746,0.024170725302309508,
EML,El Miracle,VWC_020,idw_regulated_hg,60,0.40199950776537324,0.22336153941107753,0.1310010509736529,0.18102919261611983,0.6538222312487074
EML,El Miracle,VWC_020,idw_regulated_pm,60,0.390922394118851,0.22438970275497028,0.13886792992068545,0.16952947782000885,0.6685473763456851
EML,El Miracle,VWC_020,gauge_recent_simple_hg,60,0.1286247681345556,0.16164206601512934,-0.36515153833501285,0.05239591326860942,
EML,El Miracle,VWC_020,gauge_recent_simple_pm,60,0.1286247681345556,0.16164206601512934,-0.3651515383350128,0.05239591326860941,
EML,El Miracle,VWC_020,gauge_recent_regulated_hg,60,0.6064766126993411,0.28341183633411043,0.21561073063183084,0.6346627444770649,0.6184546137229603
EML,El Miracle,VWC_020,gauge_recent_regulated_pm,60,0.6109374405900169,0.2901643685656223,0.22518189137283856,0.6325108173365938,0.6347121801940878
EML,El Miracle,VWC_050,idw_simple_hg,60,0.1340908591085868,0.17226313098153379,0.18429337299632786,0.049788721192346036,
EML,El Miracle,VWC_050,idw_simple_pm,60,0.13777383194857984,0.17226313098153379,0.19574296576994796,0.036854678219398564,
EML,El Miracle,VWC_050,idw_regulated_hg,60,-0.09566609191162992,-0.1741221904255796,0.09360215530131887,-0.6019639643258295,0.0333541407157332
EML,El Miracle,VWC_050,idw_regulated_pm,60,-0.10930719083173437,-0.1674497769333013,0.09059280373459555,-0.6109424349054475,0.0379848021551414
EML,El Miracle,VWC_050,gauge_recent_simple_hg,60,0.12898604580587364,0.1466769470925922,0.17220131878740502,0.05915912801143217,
EML,El Miracle,VWC_050,gauge_recent_simple_pm,60,0.12898604580587364,0.1466769470925922,0.17220131878740505,0.05915912801143216,
EML,El Miracle,VWC_050,gauge_recent_regulated_hg,60,0.04594428280780406,-0.12794352871443673,0.13514727653146605,-0.33977191543817536,-8.43639531915713e-05
EML,El Miracle,VWC_050,gauge_recent_regulated_pm,60,0.039282525782339504,-0.12202176174003973,0.13270522724022296,-0.3596004498660899,0.006089277565402965
BCLL,Borda Coll,VWC_005,idw_simple_hg,55,0.40359982008500783,0.5708390871489725,0.24167114739963091,0.5840352725024747,0.7117855808389453
BCLL,Borda Coll,VWC_005,idw_simple_pm,55,0.5768009151628433,0.666334160249431,0.3030890451571303,0.713860777233313,0.8656264155690487
BCLL,Borda Coll,VWC_005,idw_regulated_hg,55,0.6240029863165278,0.7749639249639251,0.27183514891867905,0.6420446619899178,0.9842714384885782
BCLL,Borda Coll,VWC_005,idw_regulated_pm,55,0.6817326098709906,0.785858585858586,0.3068507333145027,0.6980099699523901,0.9878147342222541
BCLL,Borda Coll,VWC_020,idw_simple_hg,55,0.33982803370371706,0.4807818369304179,0.2114182152641534,0.6366788621476858,0.47431711736151816
BCLL,Borda Coll,VWC_020,idw_simple_pm,55,0.49733929999395216,0.6001441003721255,0.26446604749547936,0.7584981433224054,0.6631793490675514
BCLL,Borda Coll,VWC_020,idw_regulated_hg,55,0.5919022241098739,0.7252426138418432,0.21543724372808273,0.6740700990361128,0.9459337190897711
BCLL,Borda Coll,VWC_020,idw_regulated_pm,55,0.646563867061073,0.7345863852682492,0.24670074596379926,0.7277981426033746,0.9456732018458616
BCLL,Borda Coll,VWC_050,idw_simple_hg,55,0.4675634883852599,0.6440872375040688,0.5559272603502652,0.81072961716563,0.4632655589416337
BCLL,Borda Coll,VWC_050,idw_simple_pm,55,0.5789485024498005,0.7363029137281393,0.584228216220934,0.8961209131412953,0.657367263998128
BCLL,Borda Coll,VWC_050,idw_regulated_hg,55,0.7055535350368828,0.8225314766668494,0.67346061961957,0.8488853088383832,0.9436850099294658
BCLL,Borda Coll,VWC_050,idw_regulated_pm,55,0.7426795756228196,0.8299742195375062,0.6997918019741994,0.8851877933277862,0.9418361375621367
LLA,Llivia,VWC_005,idw_simple_hg,60,0.37067421457724625,0.4675871334609161,0.06124241770080118,0.43367114534413764,0.26234312757072575
LLA,Llivia,VWC_005,idw_simple_pm,60,0.4378487983097102,0.4628433969441021,0.11080995045810156,0.5189662504998533,0.27510472820153187
LLA,Llivia,VWC_005,idw_regulated_hg,60,0.9116464808500053,0.7769380383439847,0.3653745900125414,0.9229935161166286,0.9294377699108692
LLA,Llivia,VWC_005,idw_regulated_pm,60,0.9195713859072899,0.799666574048347,0.3816095410383463,0.930850945977846,0.9363507318252009
LLA,Llivia,VWC_005,gauge_recent_simple_hg,60,0.9081645219591195,0.832376603721438,0.5621781590576077,0.914623011347586,0.9290385204209857
LLA,Llivia,VWC_005,gauge_recent_simple_pm,60,0.9489916903456916,0.8761415669121086,0.5571042166290021,0.9416579642111984,0.959138643137377
LLA,Llivia,VWC_005,gauge_recent_regulated_hg,60,0.8802088787791964,0.8033342595165325,0.35217931972562005,0.8446698159478492,0.9408469379781002
LLA,Llivia,VWC_005,gauge_recent_regulated_pm,60,0.8974802840366263,0.8117254792998057,0.3435725534309557,0.8695443307344165,0.9579004606729942
LLA,Llivia,VWC_020,idw_simple_hg,60,0.39324464706919116,0.44177557649472815,0.3514843931119349,0.5221485965079053,0.21207036940714094
LLA,Llivia,VWC_020,idw_simple_pm,60,0.44374041885562776,0.4616084839552066,0.35458426117683184,0.5953138277745081,0.22172567288028805
LLA,Llivia,VWC_020,idw_regulated_hg,60,0.864009828052918,0.7720863030239831,0.5258729400341172,0.9284253139083471,0.8213865026133853
LLA,Llivia,VWC_020,idw_regulated_pm,60,0.88269172375574,0.8052904320092517,0.5385449804256015,0.9327543769910304,0.8426582436117248
LLA,Llivia,VWC_020,gauge_recent_simple_hg,60,0.8213795141450759,0.7865433781522135,0.5629204635115983,0.9089817909046954,0.7993976930707151
LLA,Llivia,VWC_020,gauge_recent_simple_pm,60,0.9041126024489873,0.8439306936798466,0.5598554797374126,0.9304658889457734,0.9027480737664396
LLA,Llivia,VWC_020,gauge_recent_regulated_hg,60,0.8436538084699161,0.7880909710537025,0.3538912983914224,0.8239140951508036,0.9018558984315467
LLA,Llivia,VWC_020,gauge_recent_regulated_pm,60,0.8681391871437542,0.7940371498008552,0.33755236252183185,0.8447273788931415,0.9296265485593785
LLA,Llivia,VWC_050,idw_simple_hg,60,0.4765723682877255,0.4342921831953696,0.12720739386790514,0.5840148755249827,0.20724195401601078
LLA,Llivia,VWC_050,idw_simple_pm,60,0.5332206310625223,0.4586485710030568,0.1493550867694128,0.6620692859534385,0.21281781820305198
LLA,Llivia,VWC_050,idw_regulated_hg,60,0.8154175891308553,0.8047235343150877,0.22019545614978958,0.861593224866033,0.8072727214542548
LLA,Llivia,VWC_050,idw_regulated_pm,60,0.8301194248755088,0.8365101417060297,0.2343608414697814,0.8598799222698362,0.8264529483642817
LLA,Llivia,VWC_050,gauge_recent_simple_hg,60,0.7435777794392016,0.7478701495616256,0.2171835167929211,0.8166434267050131,0.8277142943343017
LLA,Llivia,VWC_050,gauge_recent_simple_pm,60,0.7990712364899051,0.8108266655074042,0.2136686001587973,0.8256771682907373,0.9118579999104636
LLA,Llivia,VWC_050,gauge_recent_regulated_hg,60,0.7445431678718188,0.781883856626841,0.10969914075627657,0.7240931590322449,0.922207207057095
LLA,Llivia,VWC_050,gauge_recent_regulated_pm,60,0.7656723313565763,0.7876632397888303,0.09961298494283845,0.7357569161372415,0.9413538211956665
CLLA,Clarella,VWC_005,idw_simple_hg,51,0.6281658070536482,0.5283450365704624,0.2508289895376273,0.5318442826153513,-0.2756327216971646
CLLA,Clarella,VWC_005,idw_simple_pm,51,0.6540839693712648,0.5283450365704624,0.2658218488922453,0.5681684762353958,-0.2872023595902612
CLLA,Clarella,VWC_005,idw_regulated_hg,51,0.7175066136540915,0.7198190045248869,0.21643524311001833,0.6406513047643103,0.3394694610295369
CLLA,Clarella,VWC_005,idw_regulated_pm,51,0.7233864033095737,0.7259728506787331,0.21975002503728244,0.6495078833043411,0.34683535645400815
CLLA,Clarella,VWC_020,idw_simple_hg,51,0.9371717024522053,0.6758719321919077,0.3834074023544462,0.9164885940607473,-0.22166000298808475
CLLA,Clarella,VWC_020,idw_simple_pm,51,0.9461228143749595,0.6758719321919077,0.39258497166780093,0.9277714774451374,-0.23480496832357478
CLLA,Clarella,VWC_020,idw_regulated_hg,51,0.9433304527298123,0.808117830926985,0.38639457750212336,0.9307165617871368,0.36182425993288053
CLLA,Clarella,VWC_020,idw_regulated_pm,51,0.9432806084699179,0.8146338154531895,0.3945452773802734,0.9319850048631463,0.367577166058618
CLLA,Clarella,VWC_050,idw_simple_hg,51,0.7945957857268174,0.6657207968930856,0.25160271428190994,0.7445920944639348,-0.22054408346882026
CLLA,Clarella,VWC_050,idw_simple_pm,51,0.8131672042684472,0.6657207968930856,0.2634547755593942,0.7709722729244803,-0.23349329860704368
CLLA,Clarella,VWC_050,idw_regulated_hg,51,0.8671565815091488,0.8033673787572827,0.2705988684157388,0.8420179200876297,0.35492577902218037
CLLA,Clarella,VWC_050,idw_regulated_pm,51,0.8708954330350474,0.8099753583233991,0.27978709653259304,0.8488214068478244,0.36124382359838236
CLLP,Cantallops,VWC_005,idw_simple_hg,60,-0.20638646872089927,-0.22130086524554102,-0.13820468166904923,,-0.2016459719032011
CLLP,Cantallops,VWC_005,idw_simple_pm,60,-0.14411143415335506,-0.22130086524554102,0.07213761257490747,,-0.1111473547026329
CLLP,Cantallops,VWC_005,idw_regulated_hg,60,-0.5175223689601889,-0.5104479278750605,-0.49558373171404185,0.18862305842475185,-0.7359349786075905
CLLP,Cantallops,VWC_005,idw_regulated_pm,60,-0.48005951385077394,-0.4781316001603792,-0.4844083959310578,0.17882749446708207,-0.676677871291737
CLLP,Cantallops,VWC_005,gauge_recent_simple_hg,60,-0.5353162028554687,-0.6424861387591142,-0.4038644072416849,,-0.8420687446455073
CLLP,Cantallops,VWC_005,gauge_recent_simple_pm,60,-0.5065313354016192,-0.6419724580565285,-0.3919051247605816,,-0.7765759459897397
CLLP,Cantallops,VWC_005,gauge_recent_regulated_hg,60,-0.5550188839064714,-0.376597755388715,-0.40556433135994174,0.09998805568868392,-0.8968107378672641
CLLP,Cantallops,VWC_005,gauge_recent_regulated_pm,60,-0.5496778247778666,-0.34808825217696693,-0.39570306791026144,0.07839865604689285,-0.8851690838372355
CLLP,Cantallops,VWC_020,idw_simple_hg,60,-0.17713843582461825,-0.21689264648661818,0.07676156860190363,,-0.1325149114113345
CLLP,Cantallops,VWC_020,idw_simple_pm,60,-0.12435247645590314,-0.21689264648661818,0.24030418444070886,,-0.06170853562825632
CLLP,Cantallops,VWC_020,idw_regulated_hg,60,-0.44169256144569,-0.45321921962577794,-0.22085119144354082,0.2022897681963162,-0.6053940391861732
CLLP,Cantallops,VWC_020,idw_regulated_pm,60,-0.4068129215943849,-0.4148720385660861,-0.20878898296715898,0.1896372555620974,-0.5369255866641501
CLLP,Cantallops,VWC_020,gauge_recent_simple_hg,60,-0.4749163886961606,-0.6421615299652432,-0.18528584575352558,,-0.799372402201239
CLLP,Cantallops,VWC_020,gauge_recent_simple_pm,60,-0.45003977610932944,-0.6415622191579962,-0.1761352065633281,,-0.7384408684436347
CLLP,Cantallops,VWC_020,gauge_recent_regulated_hg,60,-0.49105673837553876,-0.3168922121773373,-0.17059887561986983,0.06913735289562571,-0.8462532455180936
CLLP,Cantallops,VWC_020,gauge_recent_regulated_pm,60,-0.4863247433038075,-0.2885208557556378,-0.15854056863794758,0.044307524232696904,-0.8341647016690507
CLLP,Cantallops,VWC_050,idw_simple_hg,60,-0.18611269131647762,-0.19483433987017673,0.225854386103492,,-0.11875832896942001
CLLP,Cantallops,VWC_050,idw_simple_pm,60,-0.14090932030342682,-0.19483433987017673,0.14371578362816004,,-0.10561410842463659
CLLP,Cantallops,VWC_050,idw_regulated_hg,60,-0.4390032106482011,-0.4445803106022297,0.08371764627184872,0.25090082127143504,-0.38437481742364565
CLLP,Cantallops,VWC_050,idw_regulated_pm,60,-0.39853346872586026,-0.40464644972365715,0.08001079942966151,0.2403239894315401,-0.3076045137625339
CLLP,Cantallops,VWC_050,gauge_recent_simple_hg,60,-0.4962346014441471,-0.6366835442867789,0.1270006711822151,,-0.6803197875539919
CLLP,Cantallops,VWC_050,gauge_recent_simple_pm,60,-0.469044128331826,-0.6364266789515368,0.1063767686358159,,-0.622390964535572
CLLP,Cantallops,VWC_050,gauge_recent_regulated_hg,60,-0.5139201047358906,-0.30793814362941047,0.15986551193073942,0.136414187881049,-0.7273013827223846
CLLP,Cantallops,VWC_050,gauge_recent_regulated_pm,60,-0.5085469078843078,-0.27892565180113643,0.15453613141018782,0.11295795555793699,-0.7155048267094564
BOLV,Bolvir,VWC_005,idw_simple_hg,60,0.8364316081000882,0.7956892680457481,0.5042700780308783,0.8496243912636681,0.8250873526391241
BOLV,Bolvir,VWC_005,idw_simple_pm,60,0.9070211639320599,0.8466902352212792,0.5295857415264276,0.9247126932857754,0.8993889010222812
BOLV,Bolvir,VWC_005,idw_regulated_hg,60,0.9225240520398803,0.9150319533203669,0.4586487665797078,0.8988022179338759,0.9577767241273725
BOLV,Bolvir,VWC_005,idw_regulated_pm,60,0.9361718638678063,0.9174215059738817,0.46170202965840157,0.9197644577554962,0.9616916267266837
BOLV,Bolvir,VWC_005,gauge_recent_simple_hg,60,0.7266978639795445,0.713732993256824,0.44563600678392074,0.6622074167684646,0.8088559783093474
BOLV,Bolvir,VWC_005,gauge_recent_simple_pm,60,0.8140588432108811,0.7803781107750251,0.49042925088157274,0.8087230250486047,0.8187191261999563
BOLV,Bolvir,VWC_005,gauge_recent_regulated_hg,60,0.9158867357390401,0.9317588218949711,0.47723434311606033,0.8904744378172345,0.9540931475374155
BOLV,Bolvir,VWC_005,gauge_recent_regulated_pm,60,0.938381997528052,0.9374826340650184,0.49392130742971985,0.9216635493836112,0.9626381392315869
BOLV,Bolvir,VWC_020,idw_simple_hg,33,0.7743605320022648,0.83157540169266,0.520239396785835,,
BOLV,Bolvir,VWC_020,idw_simple_pm,33,0.8295881403622609,0.8385186491064197,0.5474343334072367,,
BOLV,Bolvir,VWC_020,idw_regulated_hg,33,0.8552942040617114,0.8372326203208557,0.5098512283185843,,
BOLV,Bolvir,VWC_020,idw_regulated_pm,33,0.8601983543723009,0.8245320855614974,0.5198315827306285,,
BOLV,Bolvir,VWC_020,gauge_recent_simple_hg,33,0.7138419722842794,0.7922251283722307,0.4805112446572272,,
BOLV,Bolvir,VWC_020,gauge_recent_simple_pm,33,0.7665807023068751,0.8200411595895261,0.5011243851318394,,
BOLV,Bolvir,VWC_020,gauge_recent_regulated_hg,33,0.8584191354673989,0.8686497326203209,0.5212341189152563,,
BOLV,Bolvir,VWC_020,gauge_recent_regulated_pm,33,0.87990335730945,0.876336898395722,0.543086379171604,,
BOLV,Bolvir,VWC_050,idw_simple_hg,60,0.7627538906991526,0.7610622647960612,0.572148071030369,0.9426229424165944,0.6983002943216109
BOLV,Bolvir,VWC_050,idw_simple_pm,60,0.799459088990883,0.8014463739429055,0.5826866765442688,0.9654151344950928,0.7603446822682212
BOLV,Bolvir,VWC_050,idw_regulated_hg,60,0.8902266770877979,0.8782338097040289,0.5879020247570106,0.9602524116528834,0.9010550421156902
BOLV,Bolvir,VWC_050,idw_regulated_pm,60,0.8908966973352608,0.8857087312294325,0.6046748079659708,0.958313990191179,0.901533879364488
BOLV,Bolvir,VWC_050,gauge_recent_simple_hg,60,0.7362296054164803,0.7333871723792541,0.5624312358657118,0.8565995820430129,0.6785588695717253
BOLV,Bolvir,VWC_050,gauge_recent_simple_pm,60,0.7661701373079025,0.7647697492530425,0.5725063974976791,0.930236458566307,0.6901712915288916
BOLV,Bolvir,VWC_050,gauge_recent_regulated_hg,60,0.9065771451063573,0.8865423656002954,0.5893933662465423,0.9670411094934013,0.9132474702620612
BOLV,Bolvir,VWC_050,gauge_recent_regulated_pm,60,0.9108165532561463,0.8920721402603525,0.6124827817499298,0.9707813963416938,0.9186884846290971
GGUE,Garriguella,VWC_005,idw_simple_hg,60,0.49464993516766065,0.43837940041856743,0.6279689270877742,,0.46162593916734823
GGUE,Garriguella,VWC_005,idw_simple_pm,60,0.5205183068783173,0.4047027601524027,0.6346042399381243,,0.5116012589477814
GGUE,Garriguella,VWC_005,idw_regulated_hg,60,0.8073169896226886,0.80805779383162,0.72694707611446,0.45092753907715055,0.6912019297016454
GGUE,Garriguella,VWC_005,idw_regulated_pm,60,0.8270963578434636,0.8273409280355656,0.7293483682689197,0.5256084937032859,0.717107843506201
GGUE,Garriguella,VWC_005,gauge_recent_simple_hg,60,0.7211434590335257,0.44249838814992315,0.7936344994377991,-0.38593885444610493,0.7668971825495048
GGUE,Garriguella,VWC_005,gauge_recent_simple_pm,60,0.7359436841521381,0.5310580207102188,0.7843852762219802,-0.3648168368680335,0.7934734077976925
GGUE,Garriguella,VWC_005,gauge_recent_regulated_hg,60,0.9058179442984067,0.8740205612670189,0.8176939360273061,0.3444869554239416,0.8810366065231617
GGUE,Garriguella,VWC_005,gauge_recent_regulated_pm,60,0.9173755716829641,0.8854681856071132,0.8178949083319704,0.413057031463649,0.8949197668356109
GGUE,Garriguella,VWC_020,idw_simple_hg,60,0.07070615307022321,0.20339507007442306,-0.21086183305566852,,-0.15240686452725943
GGUE,Garriguella,VWC_020,idw_simple_pm,60,0.10188873212048749,0.21226612682017865,-0.19935740623700343,,-0.10045664841552805
GGUE,Garriguella,VWC_020,idw_regulated_hg,60,0.4804622750993277,0.5316550661122428,0.030325049021597106,-0.4105696700592446,0.13874077168223126
GGUE,Garriguella,VWC_020,idw_regulated_pm,60,0.5117473429830528,0.5609135998540736,0.04174366801456321,-0.3304927287612679,0.18240115242652571
GGUE,Garriguella,VWC_020,gauge_recent_simple_hg,60,0.36786042549594067,0.280472945033058,-0.02182577466205786,-0.29865961144727005,0.2032107225670424
GGUE,Garriguella,VWC_020,gauge_recent_simple_pm,60,0.4222498606796538,0.3780619081283809,0.004974129661895518,-0.22892961817601223,0.2827617010923164
GGUE,Garriguella,VWC_020,gauge_recent_regulated_hg,60,0.6334398720413758,0.6536628739568575,0.06424504898468787,-0.46240003033616384,0.38480302012974366
GGUE,Garriguella,VWC_020,gauge_recent_regulated_pm,60,0.6596976679176316,0.6767251560135713,0.07594209320535694,-0.3977860389762422,0.4247968613821552
GGUE,Garriguella,VWC_050,idw_simple_hg,60,0.04184119767691792,-0.008808256389206856,0.11429591382572436,,0.019808778429738758
GGUE,Garriguella,VWC_050,idw_simple_pm,60,0.006292683014108083,0.012794037170592274,0.08951459233560985,,-0.02852664701195981
GGUE,Garriguella,VWC_050,idw_regulated_hg,60,-0.31126843395040016,-0.33209925439473886,0.04167915190095005,-0.3900952571319536,-0.5690866383166129
GGUE,Garriguella,VWC_050,idw_regulated_pm,60,-0.2954597443783276,-0.32131083741742306,0.03706157026491006,-0.3362571935892362,-0.5781017315603736
GGUE,Garriguella,VWC_050,gauge_recent_simple_hg,60,-0.14780999128158315,-0.2527829990736106,0.02618306063505617,-0.24853452332827938,-0.24498585722186225
GGUE,Garriguella,VWC_050,gauge_recent_simple_pm,60,-0.17695862477217766,-0.25425895784690755,-0.00996050030733503,-0.23080427043833424,-0.28705806123123123
GGUE,Garriguella,VWC_050,gauge_recent_regulated_hg,60,-0.27614981655358856,-0.2652500970004147,-0.00664860449539233,-0.4745190836036238,-0.5257237908934546
GGUE,Garriguella,VWC_050,gauge_recent_regulated_pm,60,-0.2578483196557519,-0.2521200081210458,-0.011978443079101762,-0.4362582836060912,-0.5203295318149711
AGDS,Aguilar de Segarra,VWC_005,idw_simple_hg,60,-0.269033229062551,-0.5719401771649014,-0.08303578599521569,-0.5294788568591072,
AGDS,Aguilar de Segarra,VWC_005,idw_simple_pm,60,-0.28261148933080393,-0.5304472804258438,-0.09570648118443668,-0.5576673650952214,-0.1299443503849644
AGDS,Aguilar de Segarra,VWC_005,idw_regulated_hg,60,-0.06266534995743851,-0.08778169925185976,-0.09681914037999442,-0.6583397092079702,0.636401554233733
AGDS,Aguilar de Segarra,VWC_005,idw_regulated_pm,60,-0.0409560786975337,-0.08072359491188748,-0.09775237658101135,-0.6582143790106496,0.662237093649146
AGDS,Aguilar de Segarra,VWC_005,gauge_recent_simple_hg,60,0.13706266895101013,0.26442068231781063,-0.16311677945222802,,0.018357439576481963
AGDS,Aguilar de Segarra,VWC_005,gauge_recent_simple_pm,60,0.16244388887155203,0.26442068231781063,-0.15267206978583417,,0.044338677771353904
AGDS,Aguilar de Segarra,VWC_005,gauge_recent_regulated_hg,60,0.73434245056143,0.55097674351563,0.15074154132375714,-0.3937954442288351,0.7001945047761651
AGDS,Aguilar de Segarra,VWC_005,gauge_recent_regulated_pm,60,0.748810729821834,0.5567288206745837,0.15493199993029544,-0.3902520065094951,0.7171386874284249
AGDS,Aguilar de Segarra,VWC_020,idw_simple_hg,60,0.11033600615249242,0.09354533505329526,0.026308051564413147,-0.24369517943533553,
AGDS,Aguilar de Segarra,VWC_020,idw_simple_pm,60,0.11093261675632626,0.09778007146272763,0.02752581399324632,-0.2675959716407446,0.1717744015155392
AGDS,Aguilar de Segarra,VWC_020,idw_regulated_hg,60,-0.05882282989313433,-0.3039195268149981,-0.01984931728260567,-0.6617107768980419,0.4431684780126449
AGDS,Aguilar de Segarra,VWC_020,idw_regulated_pm,60,-0.06789559454583213,-0.30275242247868744,-0.022262091510505764,-0.6834568722671479,0.4700516766595298
AGDS,Aguilar de Segarra,VWC_020,gauge_recent_simple_hg,60,-0.054122843869318496,-0.12353046595028397,0.07117834755496394,,0.18057252728209483
AGDS,Aguilar de Segarra,VWC_020,gauge_recent_simple_pm,60,-0.058631474379622725,-0.12353046595028397,0.08017734163304763,,0.18656355786816142
AGDS,Aguilar de Segarra,VWC_020,gauge_recent_regulated_hg,60,-0.23426198497253012,-0.4904894914338056,-0.04556440955897313,-0.7891002725869153,0.5434573603360612
AGDS,Aguilar de Segarra,VWC_020,gauge_recent_regulated_pm,60,-0.2424348161028694,-0.49051727963228925,-0.04099035914999892,-0.7980040815102617,0.557868146828921
AGDS,Aguilar de Segarra,VWC_050,idw_simple_hg,60,0.21882014158704374,0.1889571704512791,0.19740025651146512,-0.1631991881066245,
AGDS,Aguilar de Segarra,VWC_050,idw_simple_pm,60,0.2255576279628269,0.1821292897794944,0.19526020317893586,-0.1853449169345714,0.280058727752596
AGDS,Aguilar de Segarra,VWC_050,idw_regulated_hg,60,0.11816896600203666,-0.21558412933970747,0.13581120798096594,-0.6082124982528854,0.7806166200218652
AGDS,Aguilar de Segarra,VWC_050,idw_regulated_pm,60,0.10911936281490503,-0.21680793293807507,0.13000007604903702,-0.6312423659951384,0.7990459510921358
AGDS,Aguilar de Segarra,VWC_050,gauge_recent_simple_hg,60,-0.013572717291973499,-0.0066277260640177724,0.023657772156429415,,0.4093604757336883
AGDS,Aguilar de Segarra,VWC_050,gauge_recent_simple_pm,60,-0.014277748175338244,-0.0066277260640177724,0.050856667632344234,,0.4314724836169785
AGDS,Aguilar de Segarra,VWC_050,gauge_recent_regulated_hg,60,-0.20638524734865565,-0.46287589736439316,0.09368949996667332,-0.7495959370018905,0.8551223949920908
AGDS,Aguilar de Segarra,VWC_050,gauge_recent_regulated_pm,60,-0.21932039601975645,-0.4656572691788649,0.08811546142014862,-0.7625698129107705,0.8634365842285087
TDLL,Torre del Lluvià,VWC_005,idw_simple_hg,60,0.5135552112736077,0.41152670296229193,0.23743239411390854,0.5893891108981406,0.09704241795272744
TDLL,Torre del Lluvià,VWC_005,idw_simple_pm,60,0.5723709343151605,0.4511873654182965,0.2735679641314517,0.6660365489234791,0.06039373534347739
TDLL,Torre del Lluvià,VWC_005,idw_regulated_hg,60,0.843958861188151,0.907292404816717,0.31675834930922037,0.8646903245297779,0.8372944223303319
TDLL,Torre del Lluvià,VWC_005,idw_regulated_pm,60,0.8773685499502911,0.91885133172707,0.3354400721329036,0.8918277065897404,0.8789236981807166
